Law clerks have assisted the Supreme Court Justices in various capacities, since the first one was hired by Justice Horace Gray in 1882.[1]:1 By the traditions and rules that have developed around this procedure today the eight Associate Justices on the Supreme Court of the United States have the opportunity to select four law clerks each term of the court. The Chief Justice is allowed five clerks, but often hires fewer.[1]:195 After retiring from the Court, a justice may continue to hire a law clerk, who may be assigned to provide additional assistance to an active justice, or assist the retired justice when sitting by designation with a lower court.

Contents  [hide] 
1 List of Supreme Court law clerks
2 Notes
3 See also
4 References
5 Additional sources
6 External links
List of Supreme Court law clerks[edit]
The following sortable table[a] lists more than 1,900 law clerks who have served for Supreme Court justices, the years their service began and ended, the law school they attended (with the year they graduated), and any previous clerkships they held.

Seat = Supreme Court Justice Seat[b]
Num = Order that Supreme Court Justice was appointed


Seat	Num	Justice	Law clerk	Started	Finished	Law school (year)	Previous clerkship
4	104	Anthony Kennedy	Miles F. Ehrlich	1993	1994	Stanford (1992)	W. Norris (9th Cir.)
4	104	Anthony Kennedy	Gary Feinerman	1993	1994	Stanford (1991)	Flaum (7th Cir.)
4	104	Anthony Kennedy	Nathan A. Forrester	1993	1994	Chicago (1992)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Brett Kavanaugh	1993	1994	Yale (1990)	Kozinski (9th Cir.) / Stapleton (3d Cir.)
4	104	Anthony Kennedy	Susan M. Davies	1994	1995	Chicago	S. Breyer (1st Cir.)
4	104	Anthony Kennedy	Michael J. Hirshland	1994	1995	Virginia (1993)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Cheryl A. Krause (Zemelman)	1994	1995	Stanford (1993)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Daniel Meron	1994	1995	Harvard (1993)	Silberman (D.C. Cir.)
4	104	Anthony Kennedy	Nancy L. Combs	1995	1996	Berkeley (1994)	O'Scannlain (9th Cir.)
4	104	Anthony Kennedy	Ward Farnsworth	1995	1996	Chicago (1994)	Posner (7th Cir.)
4	104	Anthony Kennedy	Stephen B. Kinnaird	1995	1996	Yale (1994)	J. M. Walker (2d Cir.)
4	104	Anthony Kennedy	Kelly M. Klaus	1995	1996	Stanford (1992)	Rymer (9th Cir.) / Orrick (N.D. Cal.)
4	104	Anthony Kennedy	John P. Elwood	1996	1997	Yale (1993)	Mahoney (2d Cir.)
4	104	Anthony Kennedy	F. Allen Ferrell	1996	1997	Harvard (1995)	Silberman (D.C. Cir.)
4	104	Anthony Kennedy	Renee Lettow Lerner	1996	1997	Yale (1995)	S. Williams (D.C. Cir.)
4	104	Anthony Kennedy	Anthony J. Vlatas	1996	1997	Columbia (1994)	Kozinski (9th Cir.) / Leisure (S.D.N.Y.)
4	104	Anthony Kennedy	Stephanos Bibas	1997	1998	Yale (1994)	P. Higginbotham (5th Cir.)
4	104	Anthony Kennedy	Raymond Kethledge	1997	1998	Michigan (1993)	Guy (6th Cir.)
4	104	Anthony Kennedy	Harry P. Susman	1997	1998	Texas (1996)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Christopher S. Yoo	1997	1998	Northwestern (1995)	Randolph (D.C. Cir.)
4	104	Anthony Kennedy	Lisa Grow Sun	1998	1999	Harvard (1997)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Howard C. Nielson, Jr.	1998	1999	Chicago (1997)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Edward S. Pallesen	1998	1999	Harvard (1997)	Leval (2d Cir.)
4	104	Anthony Kennedy	John Christopher Rozendaal	1998	1999	Texas (1997)	D. Ginsburg (D.C. Cir.)
4	104	Anthony Kennedy	James F. Bennett	1999	2000	Vanderbilt (1995)	Edmondson (11th Cir.)
4	104	Anthony Kennedy	William A. Burck	1999	2000	Yale (1998)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Stephen M. Nickelsburg	1999	2000	Virginia (1998)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Michael Y. Scudder	1999	2000	Northwestern (1998)	Niemeyer (4th Cir.)
4	104	Anthony Kennedy	Grant M. Dixton	2000	2001	Harvard (1999)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Brett C. Gerry	2000	2001	Yale (1999)	Silberman (D.C. Cir.)
4	104	Anthony Kennedy	Kevin J. Miller	2000	2001	Chicago (1999)	J. E. Smith (5th Cir.)
4	104	Anthony Kennedy	Eugene M. Paige	2000	2001	Harvard (1999)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Steven A. Engel	2001	2002	Yale (2000)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	John C. Neiman	2001	2002	Harvard (2000)	Niemeyer (4th Cir.)
4	104	Anthony Kennedy	Nicholas Quinn Rosenkranz	2001	2002	Yale (1999)	Easterbrook (7th Cir.)
4	104	Anthony Kennedy	Alexander J. Willscher	2001	2002	Chicago (2000)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Rachel L. Brand	2002	2003	Harvard (1998)	Fried (Mass.)
4	104	Anthony Kennedy	Brian R. Matsui	2002	2003	Stanford (1999)	Rymer (9th Cir.) / Levi (E.D. Cal.)
4	104	Anthony Kennedy	Igor V. Timofeyev	2002	2003	Yale (2001)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Michael F. Williams	2002	2003	Georgetown (2001)	D. Ginsburg (D.C. Cir.)
4	104	Anthony Kennedy	Bertrand-Marc Allen	2003	2004	Yale (2002)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Edward C. Dawson	2003	2004	Texas (2002)	Carnes (11th Cir.)
4	104	Anthony Kennedy	Orin Kerr	2003	2004	Harvard (1997)	Garth (3d Cir.)
4	104	Anthony Kennedy	Chi T. Kwok	2003	2004	Yale (2002)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Andrew C. Baak	2004	2005	Chicago (2003)	Posner (7th Cir.)
4	104	Anthony Kennedy	Kathryn R. Haun	2004	2005	Stanford (2000)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Michael E. Scoville	2004	2005	Harvard (2003)	Luttig (4th Cir.)
4	104	Anthony Kennedy	Matthew C. Stephenson	2004	2005	Harvard (2003)	S. Williams (D.C. Cir.)
4	104	Anthony Kennedy	David M. Cooper	2005	2006	Stanford (2004)	Garland (D.C. Cir.)
4	104	Anthony Kennedy	Randy J. Kozel	2005	2006	Harvard (2004)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Jeffrey A. Pojanowski	2005	2006	Harvard (2004)	J. Roberts (D.C. Cir.)
4	104	Anthony Kennedy	Zachary S. Price	2005	2006	Harvard (2003)	Tatel (D.C. Cir.) / Blake (D. Md.)
4	104	Anthony Kennedy	David W. Foster	2006	2007	Harvard (2005)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Lisa Marshall Manheim	2006	2007	Yale (2005)	Leval (2d Cir.)
4	104	Anthony Kennedy	Eric E. Murphy	2006	2007	Chicago (2005)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Mark R. Yohalem	2006	2007	Harvard (2005)	Rymer (9th Cir.)
4	104	Anthony Kennedy	Michael Chu	2007	2008	Harvard (2006)	D. Ginsburg (D.C. Cir.)
4	104	Anthony Kennedy	Stephen J. Cowen	2007	2008	Chicago (2006)	D. Ginsburg (D.C. Cir.)
4	104	Anthony Kennedy	Andrianna Kastanek	2007	2008	Northwestern (2005)	Ripple (7th Cir.)
4	104	Anthony Kennedy	C.J. Mahoney	2007	2008	Yale (2006)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Ashley C. Keller	2008	2009	Chicago (2007)	Posner (7th Cir.)
4	104	Anthony Kennedy	Travis D. Lenkner	2008	2009	Kansas (2005)	Kavanaugh (D.C. Cir.)
4	104	Anthony Kennedy	Steven M. Shepard	2008	2009	Yale (2007)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Christopher J. Walker	2008	2009	Stanford (2006)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Daniel Epps	2009	2010	Harvard (2008)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Allon Kedem	2009	2010	Yale (2005)	Leval (2d Cir.) / Kravitz (D. Conn.)
4	104	Anthony Kennedy	Scott Keller	2009	2010	Texas (2007)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Misha Tseytlin	2009	2010	Georgetown (2006)	Kozinski (9th Cir.) / J. Brown (D.C. Cir.)
4	104	Anthony Kennedy	Steven J. Horowitz	2010	2011	Harvard (2009)	Posner (7th Cir.)
4	104	Anthony Kennedy	Robert E. Johnson	2010	2011	Harvard (2009)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Richard M. Re	2010	2011	Yale (2008)	Kavanaugh (D.C. Cir.)
4	104	Anthony Kennedy	James Y. Stern	2010	2011	Virginia (2009)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Ishan K. Bhabha	2011	2012	Harvard (2009)	Garland (D.C. Cir.)
4	104	Anthony Kennedy	Leah M. Litman	2011	2012	Michigan (2010)	Sutton (6th Cir.)
4	104	Anthony Kennedy	Eric S. Nguyen	2011	2012	Harvard (2009)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Justin Walker	2011	2012	Harvard (2009)	Kavanaugh (D.C. Cir.)
4	104	Anthony Kennedy	David Denton	2012	2013	Harvard (2011)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Josh Patashnik	2012	2013	Stanford (2011)	Sutton (6th Cir.)
4	104	Anthony Kennedy	Mark Taticchi	2012	2013	GW (2010)	Ikuta (9th Cir.)
4	104	Anthony Kennedy	Lauren Willard	2012	2013	Virginia (2011)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Greg Dubinsky	2013	2014	Yale (2011)	Kavanaugh (D.C. Cir.)
4	104	Anthony Kennedy	Matthew X. Etchemendy	2013	2014	Stanford (2012)	Garland (D.C. Cir.)
4	104	Anthony Kennedy	Katherine Meeks	2013	2014	Penn (2012)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Michael Murray	2013	2014	Yale (2009)	O'Scannlain (9th Cir.)
4	104	Anthony Kennedy	Andrew Bentz	2014		Virginia (2012)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	James Crooks	2014		Columbia (2013)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Joshua Matz	2014		Harvard (2012)	Reinhardt (9th Cir.) / Oetken (S.D.N.Y.)
4	104	Anthony Kennedy	Caroline Van Zile	2014		Yale (2012)	Kavanaugh (D.C. Cir.) / Boasberg (D.D.C.)
6	46	Stanley Matthews					
6	51	David Josiah Brewer	Frederick J. Haig	1893	1910		
6	62	Charles Evans Hughes					
6	68	John Hessin Clarke	S. Edward Widdifield	1919	1922		J. Lamar / R. W. Peckham
6	70	George Sutherland	S. Edward Widdifield	1919	1922		J. H. Clarke / J. Lamar / R. W. Peckham
6	70	George Sutherland	Alan E. Gray	1924	1929		
6	77	Stanley Forman Reed	Harold Leventhal	1938	1938	Columbia (1936)	H. F. Stone
6	77	Stanley Forman Reed	John T. Sapienza	1938	1939	Harvard	A. Hand (2d Cir.)
6	77	Stanley Forman Reed	Philip L. Graham	1939	1940	Harvard (1939)	none
6	77	Stanley Forman Reed	Bennett Boskey	1940	1941	Harvard (1939)	L. Hand (2d Cir.)
6	77	Stanley Forman Reed	David Schwartz	1942	1943		
6	77	Stanley Forman Reed	F. Aley Allan	1946	1947		L. Hand (2d Cir.)
6	77	Stanley Forman Reed	Robert B. von Mehren	1947	1948	Harvard (1946)	L. Hand (2d Cir.)
6	77	Stanley Forman Reed	Joseph Barbash	1949	1950		
6	77	Stanley Forman Reed	Bayless Manning	1949	1950	Yale (1949)	
6	77	Stanley Forman Reed	Adam Yarmolinsky	1949	1950	Yale (1948)	C. E. Clark (2d Cir.)
6	77	Stanley Forman Reed	Edwin M. Zimmerman	1950	1951	Columbia (1949)	Rifkind (S.D.N.Y.)
6	77	Stanley Forman Reed	William D. Rogers	1952	1953	Yale (1951)	C. E. Clark (2d Cir.)
6	77	Stanley Forman Reed	John David Fassett	1953	1954	Yale ()	
6	77	Stanley Forman Reed	George B. Mickum III	1953	1954		
6	77	Stanley Forman Reed	Gordon B. Davidson	1954	1955	Yale (1952)	
6	77	Stanley Forman Reed	Julian Burke	1955	1956		
6	77	Stanley Forman Reed	Roderick M. Hills	1955	1957	Stanford (1955)	
6	91	Charles Evans Whittaker	Kenneth W. Dam	1957	1958	Chicago (1957)	none
6	91	Charles Evans Whittaker	Alan C. Kohn	1957	1958	Wash U (1955)	none
6	91	Charles Evans Whittaker	William C. Canby, Jr.[2]	1958	1959	Minnesota (1956)	none
6	91	Charles Evans Whittaker	Heywood H. Davis	1958	1959	Kansas (1958)	none
6	91	Charles Evans Whittaker	Jerome B. Libin	1959	1960	Michigan (1959)	none
6	91	Charles Evans Whittaker	Patrick F. McCartan	1959	1960	Notre Dame (1959)	none
6	91	Charles Evans Whittaker	D. Lawrence Gunnels	1961	1962	Wash U (1960)	none
6	93	Byron White	D. Lawrence Gunnels (hired by Whittaker)	1962	1962	Wash U (1960)	none
6	93	Byron White	Richard H. Stern	1962	1963	Yale (LLB) (1959)	none
6	93	Byron White	Ronald L. Blanc	1962	1963	NYU (LLB) (1962)	none
6	93	Byron White	Rex E. Lee	1963	1964	Chicago (1963)	none
6	93	Byron White	Lee A. Albert	1963	1965	Yale ()	none
6	93	Byron White	Dale S. Collinson	1964	1966	Columbia ()	Hays (2d Cir.)
6	93	Byron White	David M. Ebel	1965	1966	Michigan (1965)	none
6	93	Byron White	James B. Loken	1966	1967	Harvard (1965)	Lumbard (2d Cir.)
6	93	Byron White	Raymond C. Clevenger III	1966	1967	Yale (1966)	none
6	93	Byron White	Leon E. Irish	1967	1968	Michigan (1964)	none
6	93	Byron White	Lance M. Liebman	1967	1968	Harvard (1967)	none
6	93	Byron White	R. George Crawford	1968	1969	Harvard ()	none
6	93	Byron White	David Victor	1968	1969	Virginia (1968)	none
6	93	Byron White	W. John Glancy	1969	1970	Yale (1969)	none
6	93	Byron White	G. Marshall Moriarty	1969	1970	Harvard (LLB) (1969)	Aldrich (1st Cir.)
6	93	Byron White	Richard H. Sayler	1969	1970	Michigan (1969)	Lumbard (2d Cir.)
6	93	Byron White	William E. Nelson	1970	1971	NYU (1965)	Weinfeld (S.D.N.Y.)
6	93	Byron White	Philip Soper	1969	1970	Harvard (1969)	none
6	93	Byron White	David E. Kendall	1971	1972	Yale (1971)	none
6	93	Byron White	Richard J. Danzig	1971	1972	Yale (1971)	none
6	93	Byron White	James E. Scarboro	1971	1972	Colorado (1970)	Arraj (Colo.)
6	93	Byron White	Rhesa H. Barksdale	1972	1973	Mississippi (1972)	none
6	93	Byron White	Robert B. Barnett	1972	1973	Chicago (1971)	Wisdom (5th Cir.)
6	93	Byron White	Richard L. Hoffman	1972	1973	Columbia	none
6	93	Byron White	Allan A. Ryan, Jr.[2]	1972	1973	Minnesota ()	none
6	93	Byron White	Richard J. Urowsky (hired by Reed, retired)	1972	1973	Yale (1972)	none
6	93	Byron White	Pierce O'Donnell	1973	1974	Georgetown (1972)	Hufstedler (9th Cir.)
6	93	Byron White	Hal S. Scott	1973	1974	Chicago (1972)	Leventhal (D.C. Cir.)
6	93	Byron White	Jonathan D. Varat	1973	1974	Penn (1972)	Mansfield (2d Cir.)
6	93	Byron White	James T. Malysiak	1974	1975	Yale (1973)	Renfrew (N.D. Cal.)
6	93	Byron White	John W. Nields Jr.	1974	1977	Penn (1967)	none
6	93	Byron White	Larry L. Simms	1974	1975	Boston ()	Oakes (2d Cir.)
6	93	Byron White	Dennis J. Hutchinson	1975	1976	Texas (1974)	Tuttle (1st Cir.)
6	93	Byron White	Robert L. Deitz (hired by Douglas)	1975	1976	Harvard (1975)	none
6	93	Byron White	Randall C. Nelson	1975	1976	Colorado (1974)	R. Robb (D.C. Cir.)
6	93	Byron White	Gilbert L. Kujovich (shared with Stewart)	1976	1977	Harvard (1975)	Hufstedler (9th Cir.)
6	93	Byron White	John W. Spiegel	1976	1977	Yale (1976)	none
6	93	Byron White	Robert W. Loewen	1976	1977	USC (1975)	Ely (9th Cir.)
6	93	Byron White	S. Elizabeth Gibson	1977	1978	North Carolina (1976)	Craven (4th Cir.)
6	93	Byron White	Thomas J. Campbell	1977	1978	Harvard (1976)	MacKinnon (D.C. Cir.)
6	93	Byron White	Charles G. Cole	1977	1978	Harvard (1976)	Leventhal (D.C. Cir.)
6	93	Byron White	Jeffrey Glekel	1977	1978	Yale (1972)	Weinfeld (S.D.N.Y.)
6	93	Byron White	Kate Stith	1978	1979	Harvard (1977)	McGowan (D.C. Cir.)
6	93	Byron White	David J. Burman	1978	1979	Georgetown (1977)	S. Robinson (D.C. Cir.)
6	93	Byron White	Gary Sasso	1978	1979	Penn (1977)	S. Robinson (D.C. Cir.)
6	93	Byron White	Nicholas J. Spaeth	1978	1979	Stanford (1977)	Bright (8th Cir.)
6	93	Byron White	Benna R. Solomon	1979	1980	Georgia (1978)	Oakes (2d Cir.)
6	93	Byron White	Robert V. Percival	1979	1980	Stanford (1978)	Hufstedler (9th Cir.)
6	93	Byron White	Peter J. Kalis	1979	1980	Yale (1978)	J. S. Wright (D.C. Cir.)
6	93	Byron White	Geoffrey P. Miller	1979	1980	Columbia (1978)	McGowan (D.C. Cir.)
6	93	Byron White	Allan Ides	1980	1981	Loyola (Los Angeles) (1979)	Haynsworth (4th Cir.)
6	93	Byron White	Paul W. Kahn	1980	1982	Yale (1980)	none
6	93	Byron White	Thomas B. Metzloff	1980	1981	Harvard (1979)	Ainsworth (5th Cir.)
6	93	Byron White	Andrea L. Peterson	1980	1981	Berkeley (1978)	Renfrew (N.D. Cal.)
6	93	Byron White	Stuart H. Singer	1981	1982	Harvard (1981)	none
6	93	Byron White	Bernard W. Bell	1982	1983	Stanford (1981)	Kearse (2d Cir.)
6	93	Byron White	William T. Dzurilla	1982	1983	Tulane (1981)	Tate (5th Cir.)
6	93	Byron White	Patricia Dean	1982	1983	Georgetown (1981)	Tamm (D.C. Cir.)
6	93	Byron White	Stuart H. Singer	1982	1983	Harvard (1981)	B. White
6	93	Byron White	Kingsley R. Browne	1983	1984	Denver (1982)	Rovira (Colo.)
6	93	Byron White	Richard Werder	1983	1984	Michigan (1982)	H. Edwards (D.C. Cir.)
6	93	Byron White	Kevin J. Worthen	1983	1984	BYU (1982)	Wilkey (D.C. Cir.)
6	93	Byron White	Michael E. Herz	1983	1985	Chicago (1982)	L. Campbell (1st Cir.)
6	93	Byron White	Dean M. Gloster	1984	1985	UCLA (1983)	A. Kennedy (9th Cir.)
6	93	Byron White	Scott L. Nelson	1984	1986	Harvard (1984)	none
6	93	Byron White	Natalie Wexler	1984	1985	Penn (1983)	Rubin (5th Cir.)
6	93	Byron White	Palma J. Strand	1985	1986	Stanford (1984)	J. S. Wright (D.C. Cir.)
6	93	Byron White	David W. Burcham	1985	1986	Loyola (Los Angeles) (1984)	Aldisert (3d Cir.)
6	93	Byron White	Samuel Dimon	1985	1987	Michigan (1985)	none
6	93	Byron White	Barbara McDowell	1986	1988	Yale (1985)	R. Winter (2d Cir.)
6	93	Byron White	Albert J. Boro, Jr.	1987	1988	Berkeley (1986)	W. Cummings (7th Cir.)
6	93	Byron White	Richard A. Cordray	1987	1988	Chicago (1986)	Bork (D.C. Cir.)
6	93	Byron White	Ronald A. Klain	1987	1988	Harvard (1987)	none
6	93	Byron White	Stephen A. Higginson	1988	1989	Yale (1983)	Wald (D.C. Cir.)
6	93	Byron White	Christopher R. Drahozal	1988	1989	Iowa (1986)	C. Clark (5th Cir.)
6	93	Byron White	Laura Ariane Miller	1988	1989	Yale (1988)	
6	93	Byron White	Jonathan C. Bunge	1989	1990	Chicago (1988)	Buckley (D.C. Cir.)
6	93	Byron White	Stephen R. McAllister	1989	1990	Kansas (1988)	Posner (7th Cir.)
6	93	Byron White	Curtis Bradley	1990	1991	Harvard (1988)	Ebel (10th Cir.)
6	93	Byron White	Kathryn Webb Bradley	1990	1991	Maryland (1988)	Smalkin (D. Md.)
6	93	Byron White	Martin S. Flaherty	1990	1991	Columbia (1988)	J. J. Gibbons (3d Cir.)
6	93	Byron White	Stephen R. McAllister	1990	1991	Kansas (1988)	B. White / Posner (7th Cir.)
6	93	Byron White	Charles R. Eskridge III	1991	1992	Pepperdine (1990)	C. Clark (5th Cir.)
6	93	Byron White	David C. Frederick	1991	1992	Texas (1989)	Sneed (9th Cir.)
6	93	Byron White	Stephen R. McAllister (shared with Thomas)	1991	1992	Kansas (1988)	B. White (twice) / Posner (7th Cir.)
6	93	Byron White	Susan A. Weber	1991	1992	SUNY Buffalo (1989)	Sprouse (4th Cir.)
6	93	Byron White	Jeffrey F. Pryce	1991	1992	Yale (1991)	none
6	93	Byron White	John C.P. Goldberg	1992	1993	NYU (1991)	Weinstein (E.D.N.Y.)
6	93	Byron White	David D. Meyer	1992	1993	Michigan (1990)	H. Edwards (D.C. Cir.)
6	93	Byron White	Jeffrey F. Pryce	1992	1993	Yale (1991)	B. White
6	93	Byron White	Neil M. Gorsuch (shared with Kennedy)	1993	1994	Harvard (1991)	Sentelle (D.C. Cir.)
6	93	Byron White	Benjamin A. Powell (shared with Stevens)	1997	1998	Columbia (1996)	J. M. Walker (2d Cir.)
6	93	Byron White	J. Brett Busby (shared with Stevens)	1999	2000	Columbia (1998)	Tjoflat (11th Cir.)
6	93	Byron White	Joseph T. Thai (shared with Stevens)	2000	2001	Harvard (1998)	Ebel (10th Cir.)
6	107	Ruth Bader Ginsburg	Hugh W. Baxter	1993	1994	Stanford (1990)	Brennan / R. B. Ginsburg (D.C. Cir.)
6	107	Ruth Bader Ginsburg	David G. Post	1993	1994	Georgetown (1986)	R. B. Ginsburg (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Margo Schlanger	1993	1995	Yale (1993)	none
6	107	Ruth Bader Ginsburg	Alexandra Shapiro	1993	1994	Columbia (1991)	Williams (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Alisa B. Klein	1994	1995	Harvard (1993)	L. Pollak (E.D. Pa.)
6	107	Ruth Bader Ginsburg	David M. Schizer	1994	1995	Yale (1993)	Kozinski (9th Cir.)
6	107	Ruth Bader Ginsburg	Margo Schlanger	1993	1995	Yale (1993)	R. B. Ginsburg
6	107	Ruth Bader Ginsburg	David B. Toscano	1994	1995	Columbia (1992)	Mukasey (S.D.N.Y.) / Conboy (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Lisa C. Beattie (Frelinghuysen)	1995	1996	Stanford (1994)	H. Edwards (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Maria Simon	1995	1996	Columbia (1994)	
6	107	Ruth Bader Ginsburg	Michael Li-Ming Wong	1995	1996	Harvard (1994)	Cabranes (2d Cir.)
6	107	Ruth Bader Ginsburg	Paul J. Watford	1995	1996	UCLA (1994)	Kozinski (9th Cir.)
6	107	Ruth Bader Ginsburg	Laura W. Brill	1996	1997	Columbia (1994)	Feinberg (2d Cir.)
6	107	Ruth Bader Ginsburg	David C. Codell	1996	1997	Harvard (1995)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	W. William Hodes	1996	1997	Rutgers (1969)	N/A
6	107	Ruth Bader Ginsburg	M. Elizabeth Magill	1996	1997	Virginia (1995)	Wilkinson (4th Cir.)
6	107	Ruth Bader Ginsburg	Samuel Bagenstos	1997	1998	Harvard (1993)	Reinhardt (9th Cir.)
6	107	Ruth Bader Ginsburg	Paul Schiff Berman	1997	1998	NYU (1995)	H. Edwards (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Gillian E. Metzger	1997	1998	Columbia (1995)	Wald (D.C. Cir.)
6	107	Ruth Bader Ginsburg	John B. Owens	1997	1998	Stanford (1996)	J. C. Wallace (9th Cir.)
6	107	Ruth Bader Ginsburg	Lexa Edsall	1998	1999	Harvard (1994)	
6	107	Ruth Bader Ginsburg	Rochelle L. Shoretz	1998	1999	Columbia (1994)	Kearse (2d Cir.)
6	107	Ruth Bader Ginsburg	William D. Savitt	1998	1999	Columbia (1997)	Leval (2d Cir.)
6	107	Ruth Bader Ginsburg	Jay D. Wexler	1998	1999	Stanford (1997)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	David L. Franklin	1999	2000	Chicago (1997)	S. Williams (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Richard A. Primus	1999	2000	Yale (1998)	Calabresi (2d Cir.)
6	107	Ruth Bader Ginsburg	Amanda L. Tyler	1999	2000	Harvard (1998)	Calabresi (2d Cir.)
6	107	Ruth Bader Ginsburg	Deirdre D. von Dornum	1999	2000	Columbia (1997)	Reinhardt (9th Cir.)
6	107	Ruth Bader Ginsburg	Nick Bravin	2000	2001	Columbia ()	Ebel (10th Cir.)
6	107	Ruth Bader Ginsburg	Robert M. Gordon	2000	2001	Yale (1998)	Leval (2d Cir.)
6	107	Ruth Bader Ginsburg	Goodwin Liu	2000	2001	Yale (1998)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Linda C. Lye	2000	2001	Berkeley ()	Calabresi (2d Cir.)
6	107	Ruth Bader Ginsburg	Heather Elliott	2001	2002	Berkeley (2000)	Garland (D.C. Cir.)
6	107	Ruth Bader Ginsburg	David A. O'Neil	2001	2002	Harvard ()	Sack (2d Cir.)
6	107	Ruth Bader Ginsburg	Joseph R. Palmore	2001	2002	Virginia (1998)	Jacobs (2d Cir.) / Gleeson (E.D.N.Y.)
6	107	Ruth Bader Ginsburg	Aaron J. Saiger	2001	2002	Columbia (2000)	D. Ginsburg (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Toby J. Heytens	2002	2003	Virginia (2000)	Becker (3d Cir.)
6	107	Ruth Bader Ginsburg	Trevor Morrison	2002	2003	Columbia (1998)	B. Fletcher (9th Cir.)
6	107	Ruth Bader Ginsburg	Elizabeth G. Porter	2002	2003	Columbia	S. Thomas (9th Cir.)
6	107	Ruth Bader Ginsburg	Karl R. Thompson	2002	2003	Chicago (2000)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Abbe R. Gluck	2003	2004	Yale (2000)	R. Winter (2d Cir.)
6	107	Ruth Bader Ginsburg	Aziz Z. Huq	2003	2004	Columbia (2001)	Sack (2d Cir.)
6	107	Ruth Bader Ginsburg	Anne Joseph O'Connell	2003	2004	Yale (2000)	S. Williams (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Neil S. Siegel	2003	2004	Berkeley (2001)	Wilkinson (4th Cir.)
6	107	Ruth Bader Ginsburg	Ginger D. Anders	2004	2005	Columbia (2002)	Sotomayor (2d Cir.) / G. Lynch (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Katherine H. Ku	2004	2005	UCLA (2003)	Kozinski (9th Cir.)
6	107	Ruth Bader Ginsburg	Daniel B. Levin	2004	2005	Yale (2002)	W. Fletcher (9th Cir.)
6	107	Ruth Bader Ginsburg	Dorothy H. Tran	2004	2005	Harvard (2003)	Tatel (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Lori Alvino McGill	2005	2006	Columbia (2003)	D. Ginsburg (D.C. Cir.)
6	107	Ruth Bader Ginsburg	Joshua Civin	2005	2006	Yale (2003)	Reinhardt (9th Cir.)
6	107	Ruth Bader Ginsburg	Rebecca Deutsch	2005	2006	Yale (2002)	Katzmann (2d Cir.) / Rakoff (S.D.N.Y.)
6	107	Ruth Bader Ginsburg	Anna-Rose Mathieson	2005	2006	Michigan (2003)	Boudin (1st Cir.)
6	107	Ruth Bader Ginsburg	Kate Andrias	2006	2007	Yale (2004)	Reinhardt (9th Cir.)
6	107	Ruth Bader Ginsburg	Scott Hershovitz	2006	2007	Yale (2004)	W. Fletcher (9th Cir.)
6	107	Ruth Bader Ginsburg	Daphna Renan	2006	2007	Yale (2004)	H. Edwards (D.C. Cir.)
